type,latitude,longitude,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,amenities,water_supply,building_type,balconies
BHK2,12.91235735,77.52731036,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,800,10,1,E,2,0,1,3.0,CORPORATION,IF,0
BHK1,12.99784097,77.62549638,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,500,1,1,NE,0,1,3,4.0,CORP_BORE,IF,1
BHK2,12.90331013,77.59242001,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1000,10,2,S,0,3,4,4.0,CORPORATION,AP,2
BHK2,12.9591722,77.697419,ANYONE,1,FULLY_FURNISHED,TWO_WHEELER,2322,0,2,S,2,2,3,6.0,CORPORATION,AP,2
BHK2,12.9275131,77.67071214,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1175,10,2,E,2,4,5,4.0,BOREWELL,AP,2
BHK2,12.914081,77.6208013,ANYONE,1,SEMI_FURNISHED,BOTH,1200,5,2,E,0,1,4,4.0,CORP_BORE,AP,2
BHK3,12.9618206,77.72388458,FAMILY,0,SEMI_FURNISHED,BOTH,1600,6,2,N,3,1,5,12.0,CORP_BORE,AP,2
BHK2,12.9275441,77.5163924,ANYONE,1,SEMI_FURNISHED,BOTH,1200,10,2,N,2,2,3,6.0,CORP_BORE,AP,4
BHK2,12.93826559,77.7263718,ANYONE,0,SEMI_FURNISHED,BOTH,1210,0,2,W,2,0,13,8.0,CORP_BORE,AP,2
BHK1,12.96874908,77.69364478,ANYONE,0,SEMI_FURNISHED,BOTH,1200,0,1,N,1,1,3,4.0,CORP_BORE,IF,1
BHK3,12.95326811,77.65978799,FAMILY,1,FULLY_FURNISHED,BOTH,2000,10,2,W,7,0,1,0.0,CORPORATION,IH,0
BHK2,12.97800257,77.75760188,ANYONE,1,SEMI_FURNISHED,BOTH,1062,0,2,W,2,1,4,10.0,CORP_BORE,AP,1
BHK2,12.91588971,77.59093192,ANYONE,1,NOT_FURNISHED,NONE,500,5,1,W,0,1,2,1.0,CORPORATION,IF,1
BHK1,12.91375034,77.55452467,FAMILY,1,SEMI_FURNISHED,BOTH,900,6,2,SE,2,0,0,1.0,CORP_BORE,IH,0
BHK2,12.972776,77.714794,FAMILY,0,SEMI_FURNISHED,BOTH,1200,5,2,E,2,2,4,6.0,BOREWELL,AP,1
BHK2,12.91715665,77.64958353,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,950,10,2,E,2,0,3,3.0,CORP_BORE,IF,0
BHK2,12.91555,77.51347,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,600,4,1,N,2,0,1,2.0,CORPORATION,IH,0
BHK2,12.92563311,77.54875932,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,12,2,E,3,1,1,4.0,CORP_BORE,IF,1
BHK3,12.91285766,77.5205064,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,2000,5,4,N,3,3,4,1.0,CORP_BORE,AP,3
BHK1,12.95179767,77.70628213,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,5,1,S,1,2,2,4.0,CORP_BORE,IF,0
BHK2,12.9089034,77.5665586,ANYONE,1,SEMI_FURNISHED,BOTH,600,9,3,N,3,0,3,1.0,CORPORATION,IF,1
BHK3,12.91073933,77.54571493,FAMILY,1,SEMI_FURNISHED,BOTH,1242,5,2,E,0,2,4,6.0,CORPORATION,AP,1
BHK3,12.9931582,77.713507,ANYONE,1,SEMI_FURNISHED,BOTH,1699,10,3,E,5,1,4,13.0,CORP_BORE,AP,4
BHK2,12.93178628,77.56741618,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,600,6,1,E,1,2,2,1.0,CORPORATION,IF,0
BHK2,12.9834759,77.7755112,ANYONE,0,SEMI_FURNISHED,BOTH,1000,0,2,W,2,3,3,12.0,BOREWELL,AP,2
BHK3,12.91655238,77.61820707,ANYONE,1,SEMI_FURNISHED,BOTH,1300,15,2,W,4,1,4,7.0,CORP_BORE,AP,1
BHK2,12.9484577,77.62361699,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,800,15,1,E,2,0,2,3.0,CORPORATION,IF,0
BHK2,12.91076548,77.54568275,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,700,1,2,N,1,1,3,2.0,CORP_BORE,IF,0
BHK3,12.9150635,77.5103152,FAMILY,1,SEMI_FURNISHED,BOTH,1494,14,2,E,2,1,1,0.0,CORPORATION,IH,0
BHK3,12.93298655,77.54464411,FAMILY,1,SEMI_FURNISHED,BOTH,1200,0,2,N,3,3,5,7.0,CORP_BORE,IF,1
BHK2,12.91810624,77.55551268,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,675,4,1,S,2,1,2,1.0,CORP_BORE,IF,0
BHK2,12.9606165,77.64772352,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,600,4,1,E,2,1,2,3.0,CORP_BORE,IF,0
BHK1,12.91892964,77.63525333,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,400,0,1,N,1,3,3,4.0,CORP_BORE,IH,0
BHK1,12.9357567,77.6341021,ANYONE,1,SEMI_FURNISHED,NONE,450,5,1,N,1,2,3,0.0,CORPORATION,IH,1
BHK2,12.9233054,77.55339844,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1200,5,1,E,2,1,1,3.0,BOREWELL,IF,0
BHK2,12.90014589,77.64169873,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,0,2,E,2,2,3,5.0,CORPORATION,IF,1
BHK2,12.978302,77.7359962,FAMILY,0,SEMI_FURNISHED,BOTH,1200,0,2,N,0,4,4,15.0,BOREWELL,AP,1
BHK2,12.9696546,77.7629819,FAMILY,1,SEMI_FURNISHED,BOTH,1300,1,2,W,3,3,4,15.0,BOREWELL,AP,3
BHK2,12.91985724,77.60807628,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,900,5,2,E,2,0,1,1.0,CORPORATION,IH,0
BHK2,12.91555,77.51347,FAMILY,1,SEMI_FURNISHED,BOTH,1300,1,2,E,2,3,3,15.0,CORP_BORE,AP,2
BHK1,12.90110596,77.5963591,BACHELOR,0,NOT_FURNISHED,BOTH,600,25,1,N,0,1,1,1.0,CORPORATION,IF,0
BHK2,12.9694643,77.7404787,FAMILY,1,SEMI_FURNISHED,BOTH,1205,2,2,E,2,0,3,7.0,BOREWELL,AP,1
BHK2,12.9096489,77.5483017,ANYONE,1,SEMI_FURNISHED,BOTH,865,7,2,N,2,2,3,6.0,CORPORATION,AP,1
BHK2,12.9046882,77.6842725,FAMILY,1,SEMI_FURNISHED,BOTH,1100,2,2,W,0,3,4,10.0,BOREWELL,AP,1
BHK2,12.9678981,77.53581359,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,10,1,N,1,0,3,1.0,CORPORATION,AP,0
BHK2,12.96672591,77.70517277,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1100,0,2,NE,2,1,2,2.0,CORPORATION,IF,1
BHK2,12.92113114,77.60982526,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1100,9,2,N,3,0,2,1.0,CORPORATION,IF,0
BHK2,12.97319896,77.55077616,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,500,10,1,E,0,0,2,0.0,CORPORATION,IF,0
BHK2,12.92049891,77.61352285,FAMILY,0,SEMI_FURNISHED,BOTH,600,0,2,S,2,3,3,1.0,CORP_BORE,IF,0
BHK2,12.96433192,77.71360057,ANYONE,1,SEMI_FURNISHED,BOTH,1000,1,2,S,2,2,3,3.0,CORP_BORE,AP,1
BHK2,12.90927732,77.64317751,ANYONE,0,SEMI_FURNISHED,BOTH,950,4,2,E,2,1,3,3.0,CORP_BORE,IF,1
BHK2,12.90353113,77.57667851,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,750,3,1,N,0,1,2,0.0,CORPORATION,IF,1
BHK2,12.90965336,77.58082785,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,5,2,S,2,2,2,2.0,CORPORATION,AP,0
BHK1,12.97853199,77.63873394,FAMILY,0,NOT_FURNISHED,TWO_WHEELER,300,10,1,S,0,1,2,0.0,CORP_BORE,IF,0
BHK2,12.96559133,77.5346697,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,950,0,2,N,2,2,4,5.0,CORP_BORE,IF,1
BHK2,12.90073542,77.59429652,FAMILY,1,SEMI_FURNISHED,BOTH,1400,0,2,N,2,2,3,2.0,CORP_BORE,IF,1
BHK2,12.95664486,77.69426458,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,800,3,2,N,0,5,6,5.0,CORP_BORE,AP,0
RK1,12.92921347,77.63468245,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,200,6,1,N,1,2,2,3.0,CORPORATION,IF,1
BHK3,12.92774539,77.6042587,FAMILY,1,SEMI_FURNISHED,BOTH,1550,5,2,NW,7,2,4,3.0,CORP_BORE,AP,2
BHK2,12.90789712,77.69016853,FAMILY,0,SEMI_FURNISHED,BOTH,1000,4,2,E,2,0,2,1.0,BOREWELL,IF,0
BHK2,12.96006731,77.5117295,FAMILY,1,SEMI_FURNISHED,NONE,1200,0,2,E,2,1,3,6.0,CORP_BORE,IF,2
BHK2,12.99417998,77.53316358,ANYONE,1,SEMI_FURNISHED,BOTH,1800,1,2,N,2,0,0,4.0,CORP_BORE,IH,0
BHK3,12.90971093,77.54280322,FAMILY,1,SEMI_FURNISHED,BOTH,1250,1,3,E,3,2,4,8.0,CORP_BORE,AP,1
BHK3,12.95671969,77.72147568,FAMILY,1,SEMI_FURNISHED,BOTH,1700,8,2,E,6,2,4,6.0,BOREWELL,AP,3
BHK3,12.93014347,77.54812539,ANYONE,0,SEMI_FURNISHED,NONE,1000,0,2,E,3,1,3,1.0,CORP_BORE,IF,1
BHK1,12.91812184,77.60211643,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,450,8,1,N,1,2,3,3.0,CORP_BORE,IF,1
BHK2,12.94919049,77.62565733,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,850,3,2,N,2,0,4,7.0,CORP_BORE,IF,0
BHK2,12.9712301,77.7148376,ANYONE,1,SEMI_FURNISHED,BOTH,1200,5,2,N,0,3,5,5.0,CORP_BORE,AP,2
BHK2,12.91693345,77.63215875,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1200,10,2,S,3,0,1,1.0,CORP_BORE,IF,0
BHK3,12.91437006,77.59384255,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,1200,4,3,N,2,1,3,2.0,BOREWELL,IF,1
BHK2,12.92316105,77.54960651,ANYONE,1,SEMI_FURNISHED,BOTH,1200,5,2,N,2,0,1,1.0,CORP_BORE,IH,0
BHK2,12.95812538,77.51689828,ANYONE,1,SEMI_FURNISHED,BOTH,1300,0,2,E,2,1,2,5.0,BOREWELL,IF,3
BHK2,12.99324593,77.66216223,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,1,2,E,1,1,4,3.0,CORP_BORE,IF,1
BHK2,12.97952287,77.6656979,ANYONE,1,SEMI_FURNISHED,BOTH,1250,8,2,E,3,0,1,0.0,CORP_BORE,IF,1
BHK3,12.94739349,77.75614386,FAMILY,0,FULLY_FURNISHED,BOTH,1500,1,2,N,3,2,3,14.0,BOREWELL,AP,3
BHK2,12.9079916,77.64897329,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,950,1,2,N,2,2,2,4.0,CORPORATION,IF,0
BHK3,12.91811275,77.68325043,ANYONE,1,SEMI_FURNISHED,NONE,1680,5,3,W,3,7,11,10.0,CORPORATION,AP,2
BHK2,12.94445663,77.60492576,ANYONE,1,SEMI_FURNISHED,BOTH,1200,10,2,NE,2,1,3,6.0,CORPORATION,IF,1
BHK2,12.92422992,77.51106984,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1000,0,2,E,2,0,2,1.0,CORP_BORE,IF,0
BHK2,12.93185983,77.58847121,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,20,1,E,3,0,2,1.0,CORP_BORE,IF,0
BHK3,12.93889942,77.73903165,FAMILY,1,SEMI_FURNISHED,BOTH,1380,1,3,N,3,1,4,7.0,BOREWELL,AP,2
BHK2,12.98555225,77.54061479,ANYONE,1,FULLY_FURNISHED,BOTH,1360,2,2,N,0,3,3,4.0,CORPORATION,IF,2
BHK2,12.9091099,77.5493138,ANYONE,1,SEMI_FURNISHED,BOTH,1500,8,3,E,4,0,1,0.0,CORPORATION,IF,0
BHK1,12.92148949,77.61552214,BACHELOR,1,NOT_FURNISHED,BOTH,600,15,1,N,0,2,2,1.0,CORP_BORE,IF,1
BHK3,12.91119752,77.67826602,FAMILY,1,SEMI_FURNISHED,BOTH,1699,3,3,E,10,1,4,5.0,CORP_BORE,AP,3
BHK1,12.9673053,77.6433089,BACHELOR,0,FULLY_FURNISHED,TWO_WHEELER,200,0,1,W,1,2,2,2.0,CORP_BORE,IF,1
BHK2,12.98987854,77.68094046,FAMILY,1,SEMI_FURNISHED,BOTH,1160,1,2,E,2,4,4,3.0,CORP_BORE,AP,2
BHK2,12.9113224,77.6847566,ANYONE,0,SEMI_FURNISHED,BOTH,1255,0,2,N,1,10,14,15.0,CORP_BORE,AP,1
BHK2,12.93998307,77.5679583,FAMILY,0,SEMI_FURNISHED,NONE,1800,5,3,E,2,0,2,1.0,CORPORATION,IH,2
BHK1,12.95229102,77.7150561,ANYONE,1,SEMI_FURNISHED,BOTH,380,0,1,E,1,0,5,15.0,CORP_BORE,AP,1
BHK2,12.9233871,77.7370879,FAMILY,1,NOT_FURNISHED,BOTH,1210,0,2,N,0,8,11,7.0,BOREWELL,AP,2
BHK2,12.91574692,77.56161373,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,0,1,W,2,1,1,3.0,CORP_BORE,IF,0
BHK3,12.9997217,77.7571726,FAMILY,1,SEMI_FURNISHED,BOTH,2000,1,3,E,3,14,14,15.0,CORP_BORE,AP,3
BHK2,12.9157309,77.5275911,FAMILY,0,SEMI_FURNISHED,BOTH,1250,5,2,W,2,1,5,10.0,CORPORATION,AP,2
BHK3,12.9955072,77.7591009,FAMILY,1,SEMI_FURNISHED,BOTH,1400,0,2,E,3,5,14,13.0,CORP_BORE,AP,3
BHK2,12.91147917,77.58522925,FAMILY,1,FULLY_FURNISHED,FOUR_WHEELER,1200,8,2,W,2,2,2,5.0,CORPORATION,IH,2
BHK1,12.94853308,77.55063966,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,1,1,N,2,3,3,2.0,CORP_BORE,IF,1
BHK3,12.98688516,77.71771427,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1800,5,3,E,3,1,5,6.0,BOREWELL,AP,3
BHK2,12.91790916,77.69740889,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,1,1,E,2,1,4,4.0,BOREWELL,IF,1
BHK2,12.96859014,77.74827267,FAMILY,1,FULLY_FURNISHED,BOTH,1250,1,2,N,2,4,4,19.0,BOREWELL,AP,2
BHK2,12.9488681,77.7401652,ANYONE,1,SEMI_FURNISHED,BOTH,1007,0,2,E,4,10,14,8.0,CORP_BORE,AP,1
BHK2,12.97274427,77.75392713,ANYONE,1,SEMI_FURNISHED,BOTH,950,5,2,N,1,2,2,2.0,CORP_BORE,IF,1
BHK1,12.93182942,77.5673156,ANYONE,1,SEMI_FURNISHED,NONE,450,15,1,N,0,1,3,2.0,CORPORATION,IH,1
BHK1,12.94364884,77.74878395,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,700,7,1,E,2,0,0,4.0,CORP_BORE,IH,0
BHK2,12.91636246,77.60680316,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1200,7,2,E,2,3,3,5.0,CORP_BORE,IF,0
BHK2,12.9856127,77.7571592,FAMILY,1,SEMI_FURNISHED,BOTH,1100,5,2,E,2,1,4,4.0,BOREWELL,AP,1
BHK2,12.9701428,77.7350402,FAMILY,1,SEMI_FURNISHED,BOTH,1300,1,2,E,2,2,3,13.0,BOREWELL,AP,2
BHK2,12.97676343,77.54592992,FAMILY,1,SEMI_FURNISHED,BOTH,800,1,2,E,2,1,2,5.0,CORP_BORE,IF,1
BHK2,12.97139947,77.63758388,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,1185,12,2,E,2,1,3,11.0,CORPORATION,AP,2
BHK3,12.90158846,77.62924161,FAMILY,1,SEMI_FURNISHED,BOTH,1590,0,2,S,3,9,21,11.0,BOREWELL,AP,2
BHK1,12.90031145,77.59317222,FAMILY,1,SEMI_FURNISHED,BOTH,700,5,2,E,1,1,1,0.0,CORP_BORE,IF,0
BHK2,12.96704855,77.71475208,FAMILY,0,NOT_FURNISHED,BOTH,1000,10,2,N,4,0,4,11.0,CORP_BORE,AP,2
BHK3,12.91854477,77.66506958,FAMILY,0,FULLY_FURNISHED,BOTH,1695,5,3,E,4,6,11,17.0,BOREWELL,AP,2
BHK1,12.97705603,77.74311743,FAMILY,0,SEMI_FURNISHED,BOTH,650,1,1,N,1,0,2,1.0,CORPORATION,IH,0
BHK2,12.9046539,77.6984995,ANYONE,1,SEMI_FURNISHED,BOTH,1240,0,2,W,2,1,20,18.0,CORP_BORE,AP,1
BHK2,12.9945384,77.6723441,FAMILY,0,SEMI_FURNISHED,BOTH,1000,7,2,E,2,4,5,3.0,CORP_BORE,AP,2
BHK3,12.9051746,77.5465816,ANYONE,1,SEMI_FURNISHED,BOTH,1750,5,3,N,3,2,4,11.0,CORPORATION,AP,2
BHK2,12.97314513,77.5456157,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,5,2,N,4,1,2,2.0,CORPORATION,IF,1
BHK2,12.90530984,77.58007045,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,550,-1,1,NE,1,1,4,3.0,CORP_BORE,IF,0
BHK2,12.9915792,77.6850182,FAMILY,1,SEMI_FURNISHED,BOTH,1245,9,2,E,2,3,5,7.0,CORP_BORE,AP,2
BHK1,12.95425804,77.66002771,ANYONE,0,SEMI_FURNISHED,BOTH,800,3,1,N,1,2,4,3.0,CORP_BORE,AP,1
BHK3,12.91644346,77.52256025,ANYONE,1,SEMI_FURNISHED,BOTH,1650,10,3,E,3,0,1,3.0,CORP_BORE,IF,0
BHK2,12.98981953,77.7148819,FAMILY,1,SEMI_FURNISHED,BOTH,1290,10,2,N,2,2,4,15.0,CORPORATION,AP,2
RK1,12.93396417,77.62987936,BACHELOR,0,FULLY_FURNISHED,TWO_WHEELER,180,12,1,N,3,1,2,5.0,CORPORATION,IF,1
BHK2,12.91598811,77.60271508,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,600,10,2,E,2,3,4,1.0,CORP_BORE,IF,0
BHK2,12.9350663,77.5676511,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1600,8,2,N,3,0,2,0.0,CORP_BORE,IF,1
BHK2,12.94366279,77.5271518,FAMILY,1,SEMI_FURNISHED,BOTH,1035,3,2,W,2,3,4,18.0,CORP_BORE,AP,2
BHK1,12.9233948,77.6385779,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,400,0,1,E,1,2,4,4.0,CORP_BORE,IF,0
BHK2,12.9656828,77.51592633,FAMILY,1,SEMI_FURNISHED,BOTH,1100,1,2,E,2,0,4,2.0,CORP_BORE,AP,0
BHK2,12.933708,77.6999725,FAMILY,1,SEMI_FURNISHED,BOTH,1080,0,2,E,4,3,4,15.0,CORP_BORE,AP,1
BHK2,12.9118439,77.5578131,ANYONE,1,SEMI_FURNISHED,BOTH,1150,6,2,N,4,3,3,3.0,CORPORATION,AP,2
BHK1,12.93718094,77.72137952,ANYONE,1,SEMI_FURNISHED,BOTH,660,1,1,E,1,9,12,15.0,BOREWELL,AP,1
BHK1,12.93786281,77.74755345,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,450,3,1,E,1,1,5,4.0,CORP_BORE,AP,1
BHK2,12.9864635,77.64493778,ANYONE,0,SEMI_FURNISHED,BOTH,950,10,2,N,2,0,2,2.0,CORP_BORE,IF,0
BHK2,12.92914533,77.59075195,FAMILY,0,SEMI_FURNISHED,NONE,1200,3,2,S,2,2,3,1.0,CORP_BORE,IF,1
BHK2,12.95394135,77.72020721,ANYONE,1,SEMI_FURNISHED,BOTH,1300,3,2,N,4,1,5,14.0,BOREWELL,AP,3
BHK3,12.95198297,77.536933,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,10,3,E,3,0,1,2.0,CORP_BORE,IF,2
RK1,12.99577587,77.69367006,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,350,1,1,E,1,3,4,4.0,CORPORATION,IF,0
BHK2,12.93496369,77.54780953,FAMILY,1,SEMI_FURNISHED,BOTH,700,5,2,E,2,2,2,4.0,CORPORATION,IF,0
BHK2,12.99403748,77.67287677,FAMILY,1,SEMI_FURNISHED,BOTH,1200,8,2,NE,4,0,0,1.0,CORP_BORE,IH,0
BHK2,12.97400106,77.69422963,ANYONE,1,FULLY_FURNISHED,BOTH,1150,8,2,E,8,3,4,6.0,BOREWELL,AP,1
BHK1,12.91750917,77.69665519,BACHELOR,0,SEMI_FURNISHED,TWO_WHEELER,600,3,1,E,1,1,3,2.0,BOREWELL,IF,2
BHK3,12.9043065,77.5273781,ANYONE,1,SEMI_FURNISHED,BOTH,1255,0,2,S,3,3,12,17.0,CORP_BORE,AP,2
BHK3,12.9278787,77.7387643,ANYONE,1,SEMI_FURNISHED,BOTH,1850,1,3,E,2,1,4,10.0,BOREWELL,AP,3
BHK2,12.90858785,77.67996361,ANYONE,0,SEMI_FURNISHED,BOTH,1100,4,2,E,2,1,3,4.0,BOREWELL,AP,0
BHK2,12.95962223,77.56630992,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,425,30,1,E,0,0,1,1.0,CORPORATION,IF,0
BHK3,12.91958672,77.51180258,FAMILY,1,SEMI_FURNISHED,BOTH,2400,10,2,W,3,1,1,3.0,CORPORATION,IF,1
BHK1,12.94764965,77.5357841,ANYONE,0,SEMI_FURNISHED,BOTH,600,1,2,N,2,2,2,3.0,CORP_BORE,IF,2
BHK1,12.95483674,77.56534568,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,480,2,1,E,1,3,4,1.0,CORPORATION,IF,1
BHK2,12.96771349,77.74060808,FAMILY,1,SEMI_FURNISHED,BOTH,1139,2,2,E,2,4,4,14.0,BOREWELL,AP,2
BHK4,12.9895089,77.6616689,ANYONE,1,SEMI_FURNISHED,BOTH,2330,8,4,E,4,1,5,8.0,CORP_BORE,AP,3
BHK2,12.95326646,77.53403261,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1100,12,2,E,2,1,2,1.0,CORP_BORE,IF,0
BHK3,12.94219515,77.69898074,FAMILY,0,SEMI_FURNISHED,BOTH,1695,1,3,E,3,3,8,6.0,BOREWELL,AP,3
BHK3,12.9881737,77.71596288,ANYONE,0,SEMI_FURNISHED,BOTH,1515,3,3,N,6,3,4,15.0,BOREWELL,AP,2
BHK1,12.9763088,77.62236461,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,450,7,1,N,1,3,3,1.0,CORP_BORE,IF,1
BHK3,12.99878631,77.72234542,ANYONE,0,SEMI_FURNISHED,BOTH,1345,0,2,E,3,1,4,10.0,CORP_BORE,AP,2
BHK2,12.9856062,77.70725089,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,1100,2,2,E,3,2,2,2.0,CORPORATION,IF,1
BHK2,12.92301514,77.63923123,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,650,0,1,E,1,1,3,2.0,CORPORATION,IF,0
BHK3,12.95149689,77.6223962,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1050,15,2,W,3,1,3,1.0,CORPORATION,IF,1
BHK2,12.94446742,77.59790671,ANYONE,1,SEMI_FURNISHED,BOTH,900,0,2,E,2,3,3,2.0,CORP_BORE,IF,1
BHK2,12.92505264,77.52394104,FAMILY,1,SEMI_FURNISHED,BOTH,1100,1,2,W,2,3,4,12.0,CORP_BORE,AP,3
BHK1,12.91935212,77.63757055,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,500,4,1,E,1,3,4,4.0,CORPORATION,IF,1
BHK2,12.95192151,77.61039569,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,750,18,1,W,1,1,1,0.0,CORP_BORE,IF,1
BHK1,12.9976417,77.6843913,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,540,8,1,E,1,0,3,0.0,CORP_BORE,IF,0
BHK2,12.99391217,77.67878033,FAMILY,1,SEMI_FURNISHED,BOTH,600,5,2,NE,5,2,3,4.0,CORPORATION,AP,1
BHK3,12.98239517,77.76009369,FAMILY,1,SEMI_FURNISHED,BOTH,1865,3,3,E,3,5,14,9.0,CORPORATION,AP,3
BHK1,12.90501205,77.56298924,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,400,0,1,E,1,0,3,2.0,CORP_BORE,IF,0
BHK2,12.9778505,77.6730176,FAMILY,1,SEMI_FURNISHED,BOTH,1250,7,2,N,4,1,3,3.0,BOREWELL,AP,2
BHK1,12.99150368,77.55455219,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,500,10,1,S,1,1,2,1.0,CORPORATION,IF,1
BHK3,12.9390016,77.5233636,FAMILY,0,SEMI_FURNISHED,BOTH,1811,4,3,E,4,8,12,19.0,CORP_BORE,AP,2
BHK2,12.9639698,77.71430964,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,850,10,2,S,6,1,2,4.0,CORPORATION,IH,1
BHK2,12.95362589,77.71176998,FAMILY,1,SEMI_FURNISHED,BOTH,1250,0,2,N,2,2,3,11.0,CORPORATION,AP,2
BHK2,12.9003837,77.5988053,FAMILY,1,SEMI_FURNISHED,BOTH,1180,6,2,W,2,4,4,6.0,CORP_BORE,AP,3
BHK1,12.98359167,77.65858131,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,900,1,1,E,4,0,4,2.0,CORP_BORE,IF,0
BHK2,12.9575216,77.65966296,ANYONE,1,SEMI_FURNISHED,BOTH,996,10,2,N,2,4,4,4.0,CORPORATION,AP,1
BHK3,12.98057147,77.74320173,ANYONE,1,SEMI_FURNISHED,BOTH,1679,8,3,N,3,0,4,15.0,CORP_BORE,AP,1
BHK2,12.90615329,77.55757769,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1000,4,2,NE,2,0,2,4.0,CORP_BORE,IF,0
BHK3,12.9705947,77.7149626,FAMILY,0,SEMI_FURNISHED,BOTH,1734,2,3,E,3,4,9,12.0,CORPORATION,AP,2
BHK1,12.92034659,77.6885569,FAMILY,0,SEMI_FURNISHED,BOTH,1879,9,3,N,0,2,10,11.0,CORPORATION,AP,3
BHK2,12.9236946,77.6731119,FAMILY,0,FULLY_FURNISHED,FOUR_WHEELER,1246,10,2,E,2,1,2,10.0,BOREWELL,AP,1
BHK3,12.90334465,77.56003047,FAMILY,0,SEMI_FURNISHED,BOTH,1400,13,3,W,3,0,1,1.0,CORP_BORE,IF,1
BHK2,12.91358661,77.52915897,ANYONE,0,SEMI_FURNISHED,BOTH,1100,3,2,S,2,4,5,5.0,CORP_BORE,AP,3
BHK2,12.96992087,77.73547282,FAMILY,1,SEMI_FURNISHED,BOTH,1100,2,2,E,5,4,4,16.0,BOREWELL,AP,1
BHK3,12.9826432,77.7551868,ANYONE,1,SEMI_FURNISHED,BOTH,1850,1,3,W,3,8,14,11.0,CORPORATION,AP,3
BHK2,12.9124681,77.62473488,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,1000,5,1,N,2,1,2,3.0,CORPORATION,IF,0
